Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Automation_Probability,Cluster
3.25,3.75,3.38,3.12,3.75,1.0,1.12,1.0,2.75,3.62,2.88,3.12,2.75,2.5,4.0,3.0,3.0,1.0,2.5,1.5,3.0,1.5,1.38,4.0,1.0,1.38,2.75,3.12,3.88,3.0,3.0,1.5,3.0,1.0,3.5,0.57,2
3.0,3.88,2.88,2.88,3.38,1.0,1.0,1.0,2.5,3.0,2.62,2.0,1.88,2.62,3.0,3.12,2.88,1.12,1.75,1.88,2.5,2.0,1.12,3.75,1.0,1.0,3.0,3.0,3.88,2.88,2.5,1.0,3.5,1.0,3.12,0.98,3
2.12,3.5,2.0,2.75,2.5,1.0,1.12,1.0,2.0,2.25,1.38,1.0,1.25,2.0,1.38,2.75,2.5,1.5,1.25,1.62,2.25,1.0,1.25,2.62,1.0,1.0,3.5,3.12,3.62,1.0,1.38,1.0,2.38,1.0,2.25,0.43,3
2.0,3.0,2.0,2.88,2.75,1.0,1.12,1.0,2.0,2.38,2.0,1.5,1.5,2.0,2.0,2.5,1.88,1.75,1.0,2.0,2.0,1.0,2.12,2.62,1.0,1.0,3.0,2.62,2.88,2.0,1.88,1.0,3.0,1.88,1.88,0.87,3
2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.0,2.88,3.0,2.25,1.88,2.0,2.25,2.12,3.25,2.12,3.62,1.25,3.25,2.25,1.0,3.0,2.38,3.0,1.5,2.38,2.88,3.0,2.25,2.25,1.12,3.0,3.25,2.12,0.49,1
3.62,4.0,3.62,3.38,3.88,1.0,1.25,1.0,3.38,3.75,3.12,2.38,2.75,3.38,3.25,3.88,2.88,1.5,2.62,2.25,2.88,1.5,2.62,4.0,1.0,3.38,3.62,3.62,4.0,3.0,3.0,1.62,3.62,1.75,3.88,0.01,2
3.12,3.38,3.25,3.25,3.38,3.12,2.62,1.38,3.12,3.38,2.88,2.5,2.75,3.25,2.38,3.5,2.88,3.62,1.62,3.38,3.0,1.88,3.12,3.25,3.0,1.88,2.88,3.12,3.5,2.75,2.5,2.12,3.12,2.88,3.12,0.27,0
2.25,3.0,2.62,3.0,3.0,2.12,2.62,1.12,2.25,2.88,2.25,1.75,2.0,2.25,2.25,3.0,2.0,2.88,1.75,2.88,2.0,1.0,2.62,2.5,2.0,1.12,2.25,2.62,3.0,2.12,2.0,1.5,3.0,2.0,2.0,0.92,1
2.88,3.0,3.0,2.88,2.88,1.88,2.12,1.0,2.88,2.88,2.62,1.88,2.0,2.38,2.38,3.12,2.38,2.88,1.12,3.12,2.38,1.0,2.88,3.0,1.62,1.75,2.38,2.75,3.0,2.25,2.12,1.88,2.88,2.38,2.88,0.93,1
3.88,4.25,3.75,3.5,4.25,1.0,1.0,1.0,3.25,3.75,3.62,1.5,1.5,2.75,2.25,3.75,3.12,1.0,1.62,1.75,3.5,1.62,1.0,4.75,1.0,2.38,3.75,4.38,4.12,3.0,3.0,1.62,3.25,1.0,4.25,0.0,2
3.19,3.75,3.68,3.06,3.94,2.62,2.31,1.0,2.94,3.25,2.88,1.82,2.18,2.5,3.25,3.38,2.44,2.44,2.56,3.0,2.63,2.13,3.12,4.06,3.0,3.25,2.56,2.82,3.32,3.38,3.12,2.62,3.06,2.62,3.44,0.03,0
3.12,3.88,3.25,3.0,3.75,1.88,1.75,1.0,2.88,3.25,3.0,1.88,2.0,2.38,3.12,3.38,2.75,2.88,2.62,3.0,2.88,1.88,2.75,4.0,1.75,3.38,3.0,3.0,3.88,3.12,3.0,1.5,3.0,2.0,3.88,0.77,0
3.5,3.75,3.71,3.17,4.0,1.75,2.25,1.54,2.96,3.75,2.96,2.08,2.29,2.79,3.71,3.33,2.75,2.54,3.42,3.04,2.87,2.54,3.08,3.96,1.75,3.58,2.79,2.92,3.67,3.58,3.58,3.04,3.08,2.63,3.67,0.01,0
3.0,3.62,3.0,3.0,3.0,2.25,2.0,1.0,2.38,3.12,2.62,2.0,2.0,2.12,2.38,3.25,2.62,3.88,1.75,3.88,2.75,1.0,2.5,3.12,2.12,1.0,3.12,3.0,3.38,2.0,2.0,1.0,3.0,2.62,2.75,0.86,1
2.12,2.88,2.5,3.0,3.0,1.62,1.12,1.0,2.25,2.88,2.12,1.0,1.0,2.12,2.0,3.12,1.75,2.75,1.5,2.88,2.0,1.62,2.25,3.0,1.38,1.0,2.5,2.75,3.0,2.12,1.88,1.0,2.88,2.12,2.25,0.79,3
3.41,3.98,3.59,3.21,3.89,1.02,1.12,1.0,2.98,3.61,3.02,1.84,1.91,2.68,2.66,3.38,2.96,1.71,1.89,2.3,2.96,1.73,2.25,3.98,1.0,1.95,3.09,3.45,3.95,3.12,3.0,1.66,3.16,1.41,3.84,0.08,2
4.0,4.75,4.12,4.0,4.5,1.0,1.12,1.0,4.0,4.62,4.62,3.62,3.25,4.12,3.0,4.25,4.0,1.38,2.75,2.0,3.75,1.62,3.0,4.5,1.0,1.88,3.88,4.25,4.88,3.75,4.12,1.75,3.88,1.62,4.5,0.0,2
2.75,3.38,3.12,3.0,3.5,3.25,3.0,3.25,2.62,2.88,2.5,2.12,2.0,2.12,2.25,2.88,2.75,2.88,1.88,3.5,2.75,1.88,3.0,3.12,3.62,1.88,3.0,2.88,3.0,2.38,2.25,2.12,3.12,3.62,2.88,0.61,1
2.5,2.88,2.62,2.75,3.12,2.88,2.38,1.12,2.25,3.0,2.25,1.62,1.88,2.38,2.0,3.0,2.0,3.0,1.12,3.0,2.0,1.0,3.0,2.12,2.88,1.0,2.12,2.88,2.75,2.0,2.0,1.5,2.88,2.75,2.12,0.68,1
3.19,3.75,3.18,3.06,3.75,2.5,2.06,1.19,3.12,3.32,3.0,1.88,1.94,2.56,2.94,3.82,2.68,3.0,1.44,3.82,2.88,1.81,3.31,3.68,2.25,2.94,2.82,3.0,3.38,2.88,2.75,1.75,3.0,3.0,3.18,0.85,0
3.0,3.62,3.25,3.0,3.25,2.0,2.0,1.12,2.88,3.25,2.62,2.0,2.0,3.0,2.88,3.12,2.75,2.75,2.88,2.88,2.88,2.0,2.38,3.25,1.88,2.75,2.88,3.0,3.25,3.0,3.0,2.12,3.0,2.12,3.12,0.9,0
3.88,4.0,3.88,3.88,3.88,1.0,1.12,1.0,4.12,3.75,4.25,2.25,2.5,3.12,2.75,4.0,3.12,1.0,2.0,1.62,3.25,1.62,1.88,4.0,1.0,1.5,3.62,3.88,4.12,3.25,3.25,1.75,3.62,1.5,4.12,0.0,2
3.38,3.88,3.25,2.88,3.38,1.0,1.0,1.0,2.88,3.12,2.88,1.88,2.0,2.5,2.0,3.0,2.5,1.0,2.12,1.75,2.62,1.5,2.12,4.12,1.0,1.88,3.12,2.75,3.5,2.88,2.88,1.62,2.88,1.62,3.88,0.76,3
4.0,4.12,3.62,3.38,4.0,2.12,2.12,1.25,3.12,3.75,3.38,1.88,1.88,2.88,2.88,3.75,2.88,2.12,2.88,3.0,3.12,1.75,3.0,4.12,2.12,3.0,3.62,4.0,4.0,3.12,3.12,1.88,3.25,2.12,4.0,0.0,2
3.54,3.92,3.92,3.38,3.96,1.04,1.29,1.0,3.0,3.75,2.96,2.71,2.75,3.08,3.33,3.67,3.0,1.29,3.0,2.21,3.04,2.21,2.42,3.96,1.04,2.04,3.08,3.21,3.84,3.96,3.71,2.08,3.5,1.54,3.63,0.01,2
3.56,3.94,3.18,3.5,3.88,1.06,1.12,1.0,2.94,3.62,2.62,1.75,1.82,2.75,2.25,3.56,3.19,2.32,1.31,2.5,3.37,1.5,1.94,3.75,1.0,1.63,3.25,3.88,3.94,2.56,2.38,1.56,3.12,1.75,3.44,0.1,2
3.25,4.0,4.0,3.0,3.88,1.5,2.0,1.0,3.12,3.25,3.0,2.12,2.62,3.0,3.75,3.12,3.0,2.25,3.12,3.0,3.0,1.88,3.12,4.0,1.5,4.0,3.12,3.0,3.75,3.12,3.0,2.62,3.0,2.25,3.75,0.02,0
2.5,4.0,2.5,3.0,2.75,1.0,1.0,1.0,2.0,2.62,2.0,1.0,1.0,1.88,1.88,2.88,2.12,1.75,1.38,2.0,2.38,1.25,1.62,3.0,1.0,1.0,3.12,3.5,3.88,2.0,1.88,1.0,2.75,1.5,2.75,0.96,3
2.75,2.88,2.38,2.62,3.0,1.0,1.75,1.0,2.0,2.62,2.0,2.0,2.0,2.25,2.25,3.0,2.12,2.25,1.5,2.5,2.12,1.0,2.38,2.75,1.0,1.38,2.38,2.5,3.0,2.38,2.0,1.0,3.0,1.5,2.25,0.96,3
2.5,3.38,2.25,2.5,2.88,2.0,1.88,1.0,1.62,3.0,1.88,1.75,2.0,2.0,1.88,2.88,2.0,1.88,2.12,2.0,2.25,1.0,1.88,2.75,1.88,1.25,3.12,3.12,3.12,1.75,1.62,1.5,2.62,2.0,2.0,0.8,3
2.5,3.12,3.0,3.0,3.0,3.0,2.38,2.0,2.25,3.0,2.25,1.88,1.88,2.12,2.38,2.75,2.62,3.12,1.25,2.75,2.62,1.12,2.62,2.75,3.0,1.38,3.12,2.88,3.12,2.12,2.12,1.62,3.12,2.5,2.62,0.83,1
2.88,3.12,3.0,3.0,3.12,2.38,2.12,1.0,2.75,3.0,2.38,1.5,1.75,2.25,2.0,3.12,2.62,2.62,2.0,3.0,2.88,1.75,2.75,3.0,2.12,1.62,2.62,2.88,3.12,2.38,2.38,1.75,3.12,2.12,2.88,0.97,1
3.88,4.0,3.75,3.88,4.0,1.5,1.5,1.0,3.88,3.75,3.75,2.5,2.5,4.0,2.38,4.0,3.25,2.5,2.12,2.5,3.88,1.5,2.12,4.0,1.5,1.5,3.5,4.0,4.0,3.12,3.12,1.5,3.5,2.0,3.75,0.0,2
2.75,3.0,3.0,2.88,3.25,3.38,3.12,2.12,2.12,3.12,2.75,1.88,1.88,2.0,2.0,3.0,2.0,3.0,1.88,3.5,2.0,1.88,3.25,2.88,4.0,1.75,2.12,2.75,3.12,2.88,2.75,1.88,3.0,4.0,2.62,0.73,1
2.75,3.25,3.12,2.88,3.5,3.38,3.0,2.75,2.5,3.25,2.62,1.88,1.75,2.25,2.25,3.25,2.25,3.25,1.38,3.5,2.62,1.62,3.12,2.88,3.75,1.5,2.88,3.0,3.12,3.0,3.0,1.75,3.0,3.62,2.75,0.59,1
2.38,3.0,2.12,2.88,2.75,1.75,1.12,1.0,2.12,2.62,2.12,1.0,1.38,2.0,2.0,2.88,2.0,2.25,1.12,2.38,2.38,1.25,1.88,2.38,1.75,1.0,3.12,3.0,3.25,2.0,2.0,1.38,2.62,2.0,2.5,0.72,3
2.62,3.12,2.75,3.0,2.88,2.88,2.12,1.12,2.25,2.62,2.25,1.75,1.75,1.88,2.5,3.12,1.88,3.88,1.75,3.75,2.0,1.62,3.12,3.0,3.0,1.5,2.25,2.88,3.12,2.75,2.12,1.25,3.0,3.0,2.75,0.95,1
2.88,3.12,2.88,2.75,3.25,2.88,2.0,1.62,2.25,3.0,2.25,1.5,1.62,2.38,2.62,3.12,2.12,3.88,1.88,3.75,2.25,1.0,2.62,3.0,2.88,1.12,2.12,2.5,3.0,1.62,2.12,1.38,3.0,2.88,2.62,0.9,1
2.88,3.75,2.62,3.12,3.12,1.12,1.0,1.0,2.25,3.0,2.62,1.38,1.38,2.12,2.0,3.38,2.62,2.12,1.5,2.25,2.88,1.12,2.0,3.0,1.0,1.5,2.88,3.0,3.25,2.0,2.0,1.12,2.5,2.0,2.75,0.84,3
2.0,3.0,2.12,2.88,2.88,1.12,1.12,1.0,2.12,2.75,2.0,1.88,1.88,2.25,2.0,2.75,2.12,2.0,1.5,2.12,2.12,1.12,2.12,2.88,1.0,1.0,3.0,2.88,3.0,2.0,2.0,1.75,2.88,2.0,2.0,0.86,3
2.62,3.0,2.88,3.12,3.12,3.25,2.62,1.5,2.38,3.0,2.5,1.75,1.88,2.5,2.25,3.12,1.88,3.75,1.75,3.75,2.12,1.0,3.12,2.38,3.12,1.25,2.25,2.75,2.88,2.12,2.12,1.75,3.0,3.25,2.25,0.89,1
2.75,3.12,3.12,3.0,3.5,1.88,2.25,1.0,2.62,3.12,2.62,1.75,2.12,2.5,2.75,3.25,2.38,2.75,1.5,3.0,2.62,1.62,2.25,3.75,2.0,2.62,2.5,2.88,3.0,2.62,2.5,2.0,3.25,2.12,3.25,0.91,0
2.25,3.12,2.12,2.75,2.5,1.0,1.38,1.0,2.12,2.5,2.0,1.38,1.38,2.0,1.62,2.75,2.25,1.25,1.12,2.12,2.38,1.0,1.5,2.5,1.0,1.0,3.0,2.75,3.25,1.5,1.5,1.38,2.5,1.38,2.38,0.79,3
4.0,4.0,3.88,3.0,4.0,1.0,1.0,1.0,3.0,3.75,3.12,1.75,1.75,2.88,3.38,3.12,2.5,1.12,2.62,2.0,2.88,2.0,1.62,4.12,1.0,4.0,2.88,3.12,4.0,3.12,2.88,1.75,3.0,1.0,3.88,0.67,2
3.12,3.25,3.0,2.88,3.75,1.0,1.0,1.0,3.0,3.38,2.5,1.62,1.62,2.62,2.12,4.12,2.38,2.0,1.5,2.38,2.5,1.38,2.25,3.25,1.25,1.25,2.62,3.12,3.62,2.5,2.38,1.62,2.88,1.75,3.12,0.95,3
3.88,4.38,4.0,3.75,4.12,1.0,1.0,1.0,3.62,4.12,3.62,2.12,2.12,3.38,3.5,3.88,3.25,1.0,3.5,2.0,3.75,2.75,2.0,4.38,1.0,3.75,3.38,3.88,4.12,3.88,4.0,1.88,3.62,1.0,4.25,0.01,2
3.12,3.75,3.12,3.5,3.38,1.0,1.0,1.0,3.38,2.75,3.38,1.75,2.38,2.38,2.5,3.38,2.88,1.12,1.25,2.0,3.0,1.5,1.62,3.62,1.0,1.38,3.5,3.75,3.62,2.12,2.25,1.62,3.25,1.75,3.38,0.56,3
4.0,4.0,3.62,3.88,3.75,1.0,1.0,1.0,4.0,3.62,4.0,1.12,1.12,2.88,2.62,3.88,3.0,1.12,1.38,1.38,3.12,1.38,1.25,3.88,1.0,1.88,3.88,4.0,4.0,2.88,2.88,1.62,3.75,1.0,3.88,0.02,2
2.75,3.12,3.0,3.0,3.12,3.38,2.62,1.0,2.88,3.25,2.38,1.88,2.0,2.75,2.25,3.38,2.62,3.88,1.62,3.75,2.38,1.0,2.88,2.88,2.88,1.5,3.0,3.0,3.38,2.75,2.62,1.88,3.0,3.0,2.5,0.62,1
2.0,2.5,2.12,2.25,2.25,2.25,2.25,1.38,2.0,2.25,1.88,1.25,1.88,2.0,1.62,2.75,2.0,3.0,1.25,2.88,1.88,1.12,3.0,2.25,2.25,1.25,2.38,2.12,2.62,2.25,1.75,1.25,2.75,2.25,1.88,0.37,1
3.0,3.62,3.5,3.75,4.0,2.25,2.25,1.0,3.25,3.62,3.12,1.88,2.0,3.12,2.12,3.38,2.88,2.38,1.62,2.62,3.0,1.62,2.25,3.12,1.88,1.88,2.88,3.0,3.75,2.75,2.88,1.75,3.12,2.25,3.12,0.05,0
3.88,4.25,3.88,3.38,4.25,1.0,1.0,1.0,3.0,3.75,3.25,1.88,2.0,3.0,4.0,3.12,2.88,1.0,2.62,1.75,3.0,2.75,2.25,4.25,1.0,2.88,3.12,3.12,4.25,3.25,3.25,1.88,3.12,1.0,4.25,0.23,2
3.0,4.0,3.75,3.0,4.0,1.88,2.0,1.25,3.12,3.38,2.88,2.0,2.12,3.0,2.0,3.62,2.75,2.12,2.88,2.62,2.88,1.75,2.5,3.62,1.88,3.0,3.12,3.62,4.0,2.75,2.75,2.0,3.25,2.12,3.38,0.06,0
3.12,3.25,3.25,3.0,3.5,3.12,3.0,3.38,2.88,3.12,2.75,1.75,2.25,2.88,2.5,3.12,2.38,3.0,1.62,3.62,2.75,1.62,3.25,3.38,3.38,1.75,2.88,3.0,3.12,3.0,3.0,1.75,2.88,3.5,2.88,0.65,0
2.38,2.62,2.62,2.12,2.5,1.0,1.38,1.0,2.0,2.88,2.0,1.5,1.88,2.0,2.0,2.62,1.88,2.25,1.88,2.25,1.88,1.12,2.25,2.5,1.0,1.0,2.12,2.12,2.62,2.0,1.75,1.38,2.75,2.0,1.88,0.99,1
2.88,3.38,3.12,2.75,3.75,3.62,3.0,3.0,2.25,3.0,2.12,2.0,2.12,2.5,2.12,2.88,2.25,2.88,1.88,3.5,2.75,1.62,3.5,3.12,3.88,1.75,3.0,2.75,3.5,2.62,2.25,1.88,3.0,3.62,2.75,0.72,1
3.12,3.38,3.0,2.88,3.75,1.12,1.5,1.0,2.88,3.25,3.0,2.0,2.0,2.12,3.12,3.12,2.5,2.5,2.88,3.0,2.62,2.0,3.12,3.12,1.25,1.12,2.88,2.88,3.12,2.75,2.75,2.12,3.25,2.12,3.0,0.0,0
2.75,3.12,3.0,2.75,3.25,3.88,3.25,1.75,2.12,2.88,2.5,1.75,2.0,1.88,2.0,2.88,2.0,3.25,1.5,3.38,2.12,1.38,3.12,2.88,3.88,1.75,2.38,2.75,2.88,2.25,2.38,1.75,2.75,3.75,2.62,0.93,1
3.25,3.12,3.0,3.0,3.38,1.0,1.12,1.0,3.75,3.12,3.5,1.75,2.0,2.62,1.88,3.12,2.5,1.75,1.75,2.0,2.88,1.12,2.12,2.88,1.0,1.75,3.0,3.0,3.5,2.88,2.88,1.75,3.0,1.75,2.88,0.1,3
2.88,3.38,2.88,2.88,3.0,1.0,1.12,1.0,2.25,2.75,2.25,1.88,2.0,2.25,2.12,3.12,2.38,2.0,1.75,1.75,2.25,1.5,2.0,3.88,1.0,1.0,3.12,3.0,3.25,2.0,2.25,1.38,3.0,1.12,3.12,0.97,3
2.88,3.75,3.12,3.0,3.88,1.0,1.12,1.0,2.38,3.12,2.25,2.12,2.12,2.25,3.62,3.25,2.5,2.12,2.62,2.38,2.5,1.88,2.12,3.75,1.0,2.75,2.75,2.88,3.38,2.88,2.75,1.75,2.88,1.75,3.25,0.75,0
2.44,3.12,2.68,2.75,3.0,2.0,2.31,1.0,2.25,2.88,2.25,1.87,2.06,2.12,2.38,2.88,2.25,2.12,1.88,2.44,2.38,1.19,2.75,2.82,1.88,1.32,2.68,2.82,3.06,2.0,1.88,1.88,2.56,1.94,2.56,0.95,1
3.44,3.75,3.25,3.88,3.75,1.25,1.63,1.0,3.44,3.5,3.38,2.94,2.94,3.69,2.44,3.69,3.12,1.81,1.81,2.18,3.38,1.44,2.38,3.5,1.06,1.43,3.82,3.82,3.94,3.25,3.18,1.94,3.44,1.88,3.31,0.25,2
2.0,3.0,2.62,2.62,2.62,3.0,2.62,1.88,2.12,2.88,2.0,1.88,2.0,2.0,2.12,3.0,1.88,3.38,1.75,3.5,2.0,1.88,3.0,3.0,2.25,1.75,2.0,2.5,2.75,2.0,2.0,1.75,2.75,2.62,2.25,0.84,1
3.12,3.5,3.38,3.0,3.62,3.5,3.12,3.25,2.88,3.25,2.88,1.75,1.75,2.5,2.25,3.38,2.5,3.25,1.88,3.62,2.62,2.0,3.62,3.38,3.88,2.0,2.88,3.0,3.25,3.12,2.88,1.88,3.0,3.88,3.0,0.36,0
3.0,3.88,3.0,3.12,3.38,1.12,1.38,1.0,3.5,2.88,3.62,1.12,1.38,2.38,1.88,3.62,2.88,1.38,1.38,1.62,3.12,1.62,1.38,3.62,1.0,1.38,3.62,3.75,3.75,2.25,2.25,1.5,2.75,1.0,3.12,0.56,3
3.75,3.88,3.88,3.62,4.0,1.12,1.88,1.75,3.0,3.88,3.0,2.5,2.75,2.88,3.25,3.75,2.88,2.12,2.25,2.88,3.0,1.88,2.62,4.0,1.0,3.38,3.0,3.62,3.88,3.88,3.88,2.25,3.62,2.25,3.88,0.16,2
3.38,3.38,3.38,3.5,3.75,2.62,2.88,2.62,3.25,3.5,3.38,2.25,2.62,3.38,2.62,3.5,3.12,3.75,2.25,3.62,3.0,1.0,3.75,3.12,3.12,1.62,3.12,3.0,3.38,2.75,2.62,2.0,3.38,3.25,2.62,0.18,0
2.88,3.38,3.12,3.25,3.62,3.0,2.62,1.12,3.38,3.12,3.0,1.25,1.62,2.88,2.38,3.5,2.88,3.62,1.75,3.62,2.88,1.0,3.0,3.12,3.0,1.25,2.38,2.88,3.25,2.12,2.12,1.38,2.88,3.0,3.0,0.53,1
3.88,3.88,3.88,3.25,4.0,2.0,2.12,1.0,3.0,3.25,3.0,2.38,2.25,3.0,3.38,3.5,2.75,1.38,3.12,2.88,2.88,2.12,3.0,4.0,2.0,3.0,2.75,3.0,3.88,3.25,3.25,2.25,3.0,2.75,4.12,0.1,0
2.96,3.12,3.08,3.0,3.58,3.29,2.71,1.66,2.5,3.12,2.67,1.88,1.96,2.16,2.58,3.42,2.29,3.84,1.79,3.96,2.41,1.75,3.04,3.12,3.08,2.21,2.58,2.84,3.17,2.79,2.58,1.84,2.96,3.04,3.0,0.85,1
2.62,3.5,1.88,2.88,2.75,1.0,1.0,1.0,2.38,2.12,2.0,1.12,1.12,2.0,1.88,2.88,2.62,1.25,1.0,1.75,2.62,1.0,2.0,2.88,1.0,1.0,3.12,3.0,3.12,2.0,1.88,1.0,2.62,1.25,2.12,0.97,3
3.62,3.88,3.0,3.12,3.88,1.0,1.0,1.0,2.5,3.38,2.5,2.12,1.75,2.62,2.88,3.12,3.62,1.75,1.62,1.75,3.5,1.5,2.62,3.88,1.0,1.12,3.25,3.38,4.0,2.38,2.25,1.38,3.0,1.62,3.38,0.97,2
3.12,3.75,3.12,3.0,3.75,1.0,1.0,1.0,2.75,3.5,2.75,2.0,2.0,2.38,2.88,3.0,2.75,1.0,1.88,1.88,2.88,1.5,1.12,3.75,1.0,1.38,3.0,3.0,3.62,2.75,2.75,1.62,2.88,1.0,3.75,0.99,3
3.12,4.0,3.0,3.0,3.75,1.38,1.38,1.0,2.12,3.0,2.0,1.5,1.5,2.0,1.75,3.0,2.5,2.12,1.88,2.12,2.88,1.12,1.88,3.88,1.25,1.0,3.0,3.75,4.75,2.0,2.12,1.12,3.25,1.5,3.12,0.1,3
3.12,3.75,3.12,3.0,3.62,2.12,1.5,1.0,2.38,3.38,2.88,1.62,1.75,2.5,2.5,3.62,2.0,4.12,1.75,4.0,2.0,1.0,2.88,3.38,1.88,1.38,2.38,2.75,3.62,2.25,2.12,1.25,3.12,2.75,3.0,0.96,1
3.38,3.88,3.12,3.0,4.0,2.88,2.75,1.0,3.0,3.12,3.12,1.75,2.25,2.5,3.0,3.88,2.62,3.0,2.5,3.25,2.62,1.5,3.12,4.0,2.75,4.12,2.75,2.88,3.38,3.0,3.12,2.0,3.12,2.88,3.88,0.57,0
2.75,3.75,3.0,2.75,3.12,1.0,1.0,1.0,2.25,2.88,2.25,1.25,1.0,2.0,3.25,3.0,2.0,1.0,1.25,1.88,2.0,1.88,1.62,3.88,1.0,1.0,3.0,2.88,3.12,2.12,2.0,1.38,2.88,1.0,3.12,0.97,3
2.75,3.25,2.88,2.88,3.25,1.0,1.0,1.0,2.12,2.75,2.0,2.0,1.75,2.12,3.38,3.0,2.25,1.12,1.38,1.62,2.25,1.38,1.12,3.25,1.0,1.12,2.88,2.75,3.12,2.12,2.12,1.12,3.0,1.0,3.12,0.98,3
3.75,4.0,3.88,4.0,4.0,1.0,1.0,1.0,3.0,3.62,3.12,1.62,1.75,3.12,2.0,3.25,3.12,1.62,2.88,1.62,3.25,1.62,1.62,4.0,1.0,2.62,4.12,4.25,4.12,2.75,3.12,1.62,3.12,1.0,3.88,0.0,2
3.25,4.12,3.5,3.5,4.0,1.0,1.12,1.0,2.88,3.75,3.0,2.75,2.62,3.12,3.0,3.25,3.12,1.0,2.75,1.62,3.38,1.75,1.62,3.75,1.0,1.62,3.12,4.0,4.0,3.12,3.12,1.75,3.5,1.0,3.75,0.04,2
3.88,4.0,3.88,3.88,4.0,1.0,1.88,1.0,4.75,4.0,4.12,2.0,2.5,3.88,2.12,4.12,3.62,1.62,2.75,2.0,3.88,1.25,2.62,4.0,1.0,1.62,3.75,4.0,4.38,3.88,3.62,1.88,3.88,1.88,3.62,0.01,2
4.0,4.0,3.75,3.38,4.0,1.0,2.25,1.0,3.0,3.88,3.25,2.25,2.25,3.0,2.88,3.88,2.62,2.12,2.62,2.25,2.88,1.5,2.38,4.0,1.0,3.5,3.25,3.88,4.0,3.12,3.12,2.25,3.0,2.0,3.88,0.0,2
2.62,3.75,2.62,3.0,2.88,1.0,1.0,1.0,2.5,2.62,1.62,1.38,1.38,2.12,2.12,3.25,2.88,2.38,1.38,2.5,3.0,1.38,2.25,3.0,1.0,1.0,3.88,3.75,3.75,1.88,2.0,1.38,2.5,2.0,2.5,0.75,3
3.12,3.88,3.12,3.0,3.88,1.0,1.0,1.0,3.0,3.12,2.88,1.5,1.38,3.0,2.12,3.0,3.0,1.25,2.0,1.88,3.0,1.62,3.25,4.88,1.0,1.0,2.62,3.12,3.75,3.12,2.5,1.62,3.38,1.0,4.25,0.06,2
3.0,3.25,2.62,3.0,3.0,1.5,1.75,1.0,4.0,3.0,3.12,1.0,1.38,2.12,1.75,3.0,2.0,1.62,2.0,1.88,2.88,1.12,1.88,3.0,1.12,1.75,3.75,3.12,3.62,2.25,2.12,1.75,3.0,1.88,2.62,0.08,3
2.12,3.0,3.0,3.12,3.0,2.0,2.12,1.38,2.5,3.0,2.38,1.75,1.88,2.5,2.62,3.25,2.0,2.88,1.38,2.75,2.12,1.12,3.12,2.38,1.88,1.25,2.25,2.5,3.12,2.0,2.0,1.75,3.12,2.38,2.0,0.94,1
3.84,4.0,3.94,3.06,4.06,1.0,1.38,1.0,3.38,3.84,3.47,2.16,2.25,3.0,3.75,3.47,2.81,1.88,2.31,2.44,2.97,2.28,2.53,4.22,1.0,4.31,2.78,3.25,4.0,3.22,3.06,1.94,3.12,1.9,4.06,0.02,2
4.0,3.38,4.0,2.88,4.12,1.0,1.0,1.0,3.0,3.75,3.25,1.62,1.62,2.0,5.0,3.0,2.0,1.0,2.5,1.38,2.75,2.5,1.5,4.0,1.0,3.62,2.0,2.88,3.25,3.0,3.0,1.62,2.75,1.0,3.62,0.05,0
3.0,3.5,3.25,3.75,3.62,1.12,1.0,1.0,2.88,3.5,2.75,1.75,1.88,3.0,2.25,3.75,2.5,3.25,1.88,3.38,3.0,1.5,3.0,3.12,1.0,1.5,2.88,2.88,3.75,3.0,3.0,1.38,3.5,2.25,3.0,0.83,0
3.25,4.12,3.88,3.88,4.0,1.0,1.0,1.0,3.25,3.5,3.75,1.88,1.88,3.0,2.0,4.0,3.38,1.38,2.5,2.0,3.75,1.88,1.88,4.0,1.0,2.62,3.88,4.25,4.12,3.25,2.88,1.75,3.25,1.0,3.75,0.0,2
2.62,3.25,2.62,2.75,3.0,1.75,1.12,1.0,1.88,2.88,2.12,1.62,1.62,1.88,2.5,2.75,2.12,2.62,1.38,2.5,2.38,1.0,1.88,3.0,1.12,1.12,3.0,2.75,3.25,2.0,2.0,1.38,3.25,1.88,3.0,0.94,3
3.38,3.88,3.62,3.5,3.88,2.5,2.38,1.0,2.88,3.5,2.88,3.0,2.88,3.62,2.88,3.38,3.12,2.62,2.12,3.12,3.12,1.88,2.88,3.75,2.38,2.62,2.88,3.38,3.62,3.0,3.0,1.88,3.38,2.5,3.25,0.05,0
2.75,3.0,2.75,2.5,3.12,1.88,2.0,1.0,1.62,2.88,2.0,2.12,2.38,2.0,2.12,3.0,2.0,2.0,2.62,2.0,2.75,1.38,2.5,3.0,1.88,1.0,2.75,2.88,3.0,2.0,2.0,1.5,2.5,1.88,2.75,0.04,3
